"tail","tarsus","hoof","horns","ear","head","withers","length","Weight_corr","TestWeight_corr","perifatmass","kmass","kidneyindexcorreg","day","month","groupMonth","year","season","habitat","habitatidx1","habitatidx2","northSouth","sex","classage1","pregnant","sexgroup","sexualstate","weight","lengthtotail","testLength","pesotes","kidneyindex","logkfi","raizkfi","method","embryoLength","embryoWeight"
"6.8","15.8","2.6","4.7","4.3","12.6","31.8","54.5","3.59","5.8",0,"12.3",0,6,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.59","61.3","2.8","5.8",0,0,0,"Trap",0,0
"7.5","15.3","2.4","4.7","4.8","13.3","30.7","53.5","3.29","4.6",0,"11.6",0,6,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.29",61,"2.9","4.6",0,0,0,"Trap",0,0
"7.8","15.8","2.3","4.4","4.9","13.6",33,"57.4","4.09","10.9",0,10,0,6,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.09","65.2","3.7","10.9",0,0,0,"Trap",0,0
"8.1",15,"2.4","2.7","4.5","12.9","32.6",55,"3.66","8.3","1.9","11.3","16.8",6,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.66","63.1","3.3","8.3","16.8","1.3","4.1","Trap",0,0
7,"15.2","2.8","4.7","4.7",13,"29.2","55.3","3.85","9.6","8.2","10.4","78.8",7,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.85","62.3","3.1","9.6","78.8","1.9","8.9","Gun",0,0
7,"14.2","2.4","1.2","4.6","13.4","29.7","53.4","4.11","8.3",0,"11.3",0,7,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.11","60.4","2.8","8.3",0,0,0,"Gun",0,0
7,14,"2.4","4.4","4.4","12.6","29.6","49.5","2.43","4.5","1.5","7.6","19.7",7,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.43","56.5","2.8","4.5","19.7","1.3","4.4","Gun",0,0
"7.7","15.8","2.2","2.7","4.8","12.8","30.7","54.5","3.55",0,"1.2","9.5","12.6",9,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.55","62.2","NA","NA","12.6","1.1","3.6","Trap",0,0
"9.8","15.4","2.1","3.1","4.6","12.7",30,57,"3.4",0,"2.1","11.2","18.8",9,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.4","66.8","NA","NA","18.8","1.3","4.3","Trap",0,0
9,"15.9","2.4","2.8","4.5",13,"31.5","56.5","3.17",0,"2.3","10.2","22.5",9,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.17","65.5","NA","NA","22.5","1.4","4.7","Trap",0,0
"7.6","15.6","2.3","2.6","4.4","12.9","36.8","55.5","3.7",0,"10.5",9,"74.2",11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.7","63.1","NA","NA","116.7","2.1","10.8","Trap",0,0
"9.3","15.4","2.8",5,"4.8","13.8","36.7","56.4","4.14","7.8","8.5","10.9","57.8",11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.14","65.7","3.1","7.8","NA","NA","NA","Trap",0,0
"5.9","15.7","2.1","4.2","4.3","12.6",29,"49.2","3.32","14.2","0.6","9.7","6.2",11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.32","55.1",4,"14.2","6.2","0.9","2.5","Trap",0,0
"6.8","15.8","2.6",3,"5.4","12.1","33.3","48.2","2.81","0.9","0.8","5.8","13.8",11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.81",55,"1.6","0.9","13.8","1.2","3.7","Trap",0,0
"7.4","15.9",3,"4.2","5.4","12.6","32.8",52,"3.34","7.2",0,"15.8",0,11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.34","59.4","3.5","7.2",0,0,0,"Trap",0,0
"8.3","15.4","2.9","3.3","4.7","12.6","31.2","53.4","3.67","12.4",0,"10.4",0,11,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.67","61.7","3.7","12.4",0,0,0,"Trap",0,0
10,"15.3","2.3","3.3",6,"13.1",31,"55.7","3.4",0,1,"7.9","12.7",12,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.4","65.7","NA","NA","12.7","1.1","3.6","Trap",0,0
"8.4","15.4","3.1","4.5","5.1","13.2","31.5","55.2","2.77",5,"1.1","7.8","14.1",12,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.77","63.6","3.1",5,"14.1","1.2","3.8","Trap",0,0
"9.6",15,"2.4",4,"4.9","12.4","23.9","56.3","2.76","5.7","1.3","9.9","13.1",13,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.76","65.9","2.8","5.7","13.1","1.2","3.6","Trap",0,0
"8.5","15.7","2.5","3.2","4.7","11.7","29.7",51,"2.04","0.5","0.9","7.5",12,13,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.04","59.5","1.3","0.5",12,"1.1","3.5","Trap",0,0
"7.5",15,"2.4","2.9","4.5","13.2","34.5",60,"3.04",0,0,"14.6",0,13,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.04","67.5","NA","NA",0,0,0,"Trap",0,0
"6.9","14.6","2.2","4.5","4.6","11.9","31.3","50.9","1.93","4.1",0,"9.7",0,13,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","1.93","57.8","2.8","4.1",0,0,0,"Trap",0,0
"6.1","15.8","2.5","3.3","4.4","13.8","33.5","56.7","3.52","8.5","1.9","12.7",15,16,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.52","62.8","3.2","8.5",15,"1.2","3.9","Trap",0,0
8,"16.1","2.9","4.2","5.2",14,"34.3","62.8","3.26","5.7",0,12,0,16,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.26","70.8","2.7","5.7",0,0,0,"Trap",0,0
7,"15.6","2.2","2.9","4.9","12.8","31.8",54,"1.96",0,0,"8.9",0,16,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","1.96",61,"NA","NA",0,0,0,"Trap",0,0
"8.5","15.2","2.8","3.8","4.9","13.3","29.7","56.7","3.07","4.3","3.2","13.4","23.9",16,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.07","65.2","2.9","4.3","23.9","1.4","4.9","Trap",0,0
"6.5","15.8","2.6","4.2","4.6","12.9",30,55,"3.37","5.8",0,"10.1",0,16,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.37","61.5",3,"5.8",0,0,0,"Trap",0,0
"8.6","16.2","2.3","3.4","5.1","13.7","32.5",54,"4.1",0,"2.2","12.2",18,18,7,"Jul-Aug (Wet3)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","4.19","62.6","NA","NA",18,"1.3","4.2","Trap",6,"10.4"
"6.7","15.2","2.4","2.4","5.1","12.9","32.1","58.1","4.42",0,"1.4","10.6","13.2",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","4.42","64.8","NA","NA","13.2","1.2","3.6","Trap",0,0
6,14,"1.9","2.1",5,"10.5",31,"45.7","2.1",0,0,"7.7",0,19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.1","51.7","0.8",0,0,0,0,"Trap",0,0
"6.9","15.6","2.5","3.3","4.6","12.7","33.5","51.5","3.48",0,"5.6","8.9","62.9",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.48","58.4","NA","NA","62.9","1.8","7.9","NA",0,0
"7.2","14.6","2.1","4.8","5.5","12.7","32.5","49.5","2.81","5.6",0,"6.1","3.6",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.81","56.7","2.7","5.6","NA","NA","NA","NA",0,0
"7.4","15.1","2.6",4,5,"12.5","33.5","52.2","2.87","6.3","0.7","9.9","7.1",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.87","59.6","3.2","6.3","7.1","0.9","2.7","NA",0,0
7,16,"2.4","5.1","4.2","13.8","29.7",54,"3.58","3.8",0,"6.3","8.1",19,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0
"7.6","15.3","2.3","3.6","4.7","12.7",33,"53.5","3.14","6.5","1.1","12.6","8.7",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.14","61.1","2.2","6.5","8.7",1,3,"NA",0,0
"6.5","15.9","2.9","3.6","4.2","12.7","32.2","56.5","3.14","5.8","1.7","11.9","14.3",19,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.14",63,"2.8","5.8","14.3","1.2","3.8","NA",0,0
"8.2","15.2",2,"2.8","4.7",13,"33.5","52.2","3.98",0,"1.1","11.8",8,20,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","3.76","60.4","NA","NA","NA","NA","NA","Trap",0,0
"7.7",14,"2.5","3.2","4.4","12.2","28.1","47.5","3.01","5.2",0,"10.1",0,20,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.01","55.2","2.7","5.2",0,0,0,"Trap",0,0
"6.5","15.3","2.2","3.6","4.3","13.2","31.5","47.9","3.46","7.7","1.5","14.3","10.5",20,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.46","54.4","3.2","7.7","10.5","1.1","3.2","Trap",0,0
"9.5",16,"2.2","3.6","4.8","12.3","34.2","55.1","3.78","9.3",4,"9.7","41.2",25,7,"Jul-Aug (Wet3)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.78","64.6","3.5","9.3","41.2","1.6","6.4","Trap",0,0
"9.3","15.1","2.7","3.2",5,"13.3","34.3","55.8","3.73",0,"1.1","9.6","11.5",25,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.73","65.1","NA","NA","11.5","1.1","3.4","Trap",0,0
8,15,"2.5","3.3","4.3","12.2","34.1","48.5","3.6",0,"0.3","8.3","3.6",25,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.6","56.5","NA","NA","3.6","0.7","1.9","Gun",0,0
"7.2","16.5","2.6","3.4","4.5","12.7","35.2",51,"3.09",0,0,"9.5",0,26,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.09","58.2","NA","NA",0,0,0,"Gun",0,0
"6.2",15,"2.5","3.3","4.3","12.1","30.1","47.2","2.71",1,0,"6.8",0,26,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.71","53.4","1.6",1,0,0,0,"Trap",0,0
6,"13.2","2.1","1.2","4.4",12,27,"42.7","1.72",0,0,"7.1",0,27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Yong","No preñada (lac o inact)","NA","NA","1.72","48.7","NA","NA","NA","NA","NA","Gun",0,0
"5.5",15,"2.6",1,"4.5","11.7","27.6",47,"2.01",0,0,"7.8",0,27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Yong","NA","NA","NA","2.01","52.5","NA","NA","NA","NA","NA","Trap",0,0
8,"15.1","2.6","2.5","4.4","13.3","29.7",56,"3.84",0,"0.2",7,"8.4",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.84",64,"NA","NA","NA","NA","NA","Trap",0,0
7,"15.6","2.8","3.2","4.9","13.1","30.5","57.5","3.8",0,"1.1","11.9","9.2",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.8","64.5","NA","NA","9.2",1,3,"Trap",0,0
7,"15.6","2.6","3.5","4.8","13.1","34.5","57.5","3.57",0,2,"12.1","15.4",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.57","64.5","NA","NA","NA","NA","NA","Trap",0,0
9,"15.3","2.3","3.2","4.5","12.5",32,"53.6","3.3",0,"3.2","11.6","30.2",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","NA","NA","NA","NA","NA","NA","NA","NA","8.3","21.1"
"7.6","15.2","2.5","2.7","4.3","12.9","30.3","56.7","3.27",0,2,"12.2","16.8",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","NA","NA","NA","NA","NA","NA","NA","NA",19,"344.3"
"6.5","15.3","2.8","3.4","5.1","12.5",30,"50.9","1.96",0,"2.5","8.1","32.1",27,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","NA","NA","NA","NA","NA","NA","NA","NA","13.7","88.3"
"8.9","15.5","2.6","3.5","4.7","13.2","34.9","54.6","3.08",0,0,"10.4",0,30,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","3.22","63.5","NA","NA",0,0,0,"Gun","9.1","31.9"
"6.7","13.9","2.3","1.9","4.2","11.2","29.9","49.2","2.01",0,0,"4.4",0,30,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.01","55.9","NA","NA",0,0,0,"Trap",0,0
8,"15.5","2.4","2.7","4.6","13.1",29,"58.1","4.17",0,"8.3","6.7","57.8",30,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","4.53","66.1","NA","NA","123.9","2.1","11.1","Gun","19.2",200
"5.5","16.4","2.1","3.1","5.2","12.9",32,"51.4","3.98",0,0,"6.4","8.9",30,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","4.1","56.9","NA","NA","NA","NA","NA","Gun","9.5","48.5"
"7.8",16,"2.5","2.8","5.4","11.6","33.5","51.5","3.34",0,"7.4","7.9","93.7",30,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.34","59.3","NA","NA","93.7",2,"9.7","Gun",0,0
"8.5","16.5","2.9","3.3","4.9","13.1","32.5","59.3","3.38",0,0,10,0,2,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.38","67.8","NA","NA",0,0,0,"Trap",0,0
"6.3",15,"2.6","3.8","4.7","12.3","28.5","53.5","2.64","6.7",0,10,0,2,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.64","59.8",3,"6.7",0,0,0,"Trap",0,0
9,15,"2.3","3.8","4.9","13.5","30.4","59.1","4.44",0,"3.7","12.6","29.4",2,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","4.44","68.1","NA","NA","29.4","1.5","5.4","NA",0,0
"5.5","13.5",2,"1.2","4.3",11,28,45,"1.55",0,0,"5.1",0,2,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Yong","No preñada (lac o inact)","NA","NA","1.55","50.5","NA","NA",0,0,0,"NA",0,0
"7.1",14,"2.6","3.1","4.3","13.9",31,"55.9","2.92",0,"4.6","9.9","46.5",2,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.92",63,"NA","NA","46.5","1.7","6.8","Trap",0,0
"7.1",15,2,"4.5","4.1","13.3","33.2","55.9","3.35","8.4",0,"11.3",0,2,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","NA","Male (adult)","NA","3.35",63,"2.1","8.4",0,0,0,"Trap",0,0
7,15,"2.4","2.7","4.2","11.8",30,"49.7","2.35",0,"0.5","8.3",6,6,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.35","56.7","NA","NA",6,"0.8","2.5","Trap",0,0
8,"15.8","2.2","2.4","4.8","13.7",32,56,"3.5",0,1,"9.6","10.4",6,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","3.88",64,"NA","NA","10.4","1.1","3.2","Trap","17.5","201.1"
"8.5","15.1","2.3",4,"4.6","12.3","31.2",53,"3.02","2.8","2.6","9.9","26.3",6,8,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.02","61.5","2.4","2.8","26.3","1.4","5.1","Trap",0,0
"8.5","14.7","2.2","4.2","4.5","12.9","30.4","51.1","3.4","7.3","1.7","7.3","23.3",8,8,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.4","59.6",3,"7.3","23.3","1.4","4.8","Gun",0,0
"4.8","16.3","2.7","3.6","4.2","13.9","31.9","62.8","4.27",0,"5.6","11.7","47.9",8,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","4.57","67.6","NA","NA","47.9","1.7","6.9","Trap","17.5","149.8"
"6.3",15,"2.5","4.1","4.7","13.3","31.2","53.8","2.94","1.1",0,"10.3",0,8,8,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.94","60.1","NA","NA","NA","NA","NA","Gun",0,0
"7.5","14.9","2.2","2.8","4.3","12.3",29,54,"2.92",0,"2.9","8.7","33.3",8,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","3.03","61.5","NA","NA","33.3","1.5","5.8","NA","12.2","56.2"
"7.3","14.9","2.3","1.5","4.8","11.9","28.4",48,"2.38",0,"1.1",7,"15.7",8,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"South","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.38","55.3","NA","NA","15.7","1.2",4,"NA",0,0
"8.5","14.7","2.5","3.1","5.8","13.9",31,54,"3.84",0,"0.9","12.2",0,8,8,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","NA","NA","NA","NA","NA","NA","NA","NA","9.2","24.7"
"8.3","15.7","2.2","4.4","4.3","12.4",33,57,"3.04",0,"0.6","7.5",8,12,8,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.04","65.3","NA","NA",8,1,"2.8","Trap",0,0
"8.4","15.6","2.2","4.4","4.4","12.7",34,"58.1","3.08",0,"0.7","7.6","9.2",15,8,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.08","66.5","NA","NA","9.2",1,3,"Gun",0,0
"5.5","12.7","2.2","2.4",5,13,"29.2","54.3",3,0,0,11,0,22,8,"Jul-Aug (Wet3)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo",3,"59.8","NA","NA",0,0,0,"Trap",0,0
7,"12.7","2.1","1.1","4.2","11.9","28.1",49,"2.5",0,0,"4.1",0,24,8,"Jul-Aug (Wet3)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.5",56,"NA","NA",0,0,0,"Trap",0,0
7,"15.4","2.7","2.2","4.3","12.2","30.3","58.5","3.47",0,0,"9.7",0,12,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","3.47","65.5","NA","NA",0,0,0,"Trap",0,0
"8.4","15.9","2.2","4.5","4.5","12.2",34,"57.1","3.43","5.2","4.8","7.5",64,13,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","65.5","2.9","5.2",64,"1.8",8,"Trap",0,0
"8.6",16,"2.5","3.2","4.5","13.5","31.1",57,"3.75",0,0,"9.3",0,13,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.75","65.6","NA","NA",0,0,0,"Trap",0,0
8,15,"2.3","4.2","4.5","12.4","30.3","53.8","3.04",5,0,"12.3",0,13,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","NA","Male (adult)","NA","3.04","NA","NA","NA",0,0,0,"Trap",0,0
8,13,2,0,"3.9","9.8",24,39,"1.23",0,0,"6.4",0,15,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Yong","No preñada (lac o inact)","NA","NA","1.23",47,"NA","NA","NA","NA","NA","NA",0,0
"3.6",15,"2.5","2.9",4,12,34,52,"2.93",0,"3.2","9.6","33.3",21,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.93","55.6","NA","NA","33.3","1.5","5.8","Trap",0,0
7,16,"2.8","3.9","4.5","13.2",32,54,"3.28",0,"1.5","10.6","14.2",21,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.28",61,"NA","NA","14.2","1.2","3.8","Trap",0,0
7,15,"2.2","2.7","4.5","12.5",33,53,"2.98",0,"2.5",10,25,21,9,"Sep-Oct (wet4)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.98",60,"NA","NA",25,"1.4",5,"Trap",0,0
8,15,2,"2.9","4.5","12.5","33.9",52,"3.16","4.9",0,"7.7",0,21,9,"Sep-Oct (wet4)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.16",60,"2.8","4.9",0,0,0,"Trap",0,0
